"Locus_ID","LOC","ID.x","CHROM","chain","sig_SNP","sig_SNP_POS","sig_SNP_name","peak_start","peak_end","snps_in_chain","dist.focal.snp","source","feature","start","end","score","strand","frame","descriptor","func","Transcript_ID","Description","RAP.DB.Gene.Symbol.Synonym.s.","RAP.DB.Gene.Name.Synonym.s.","CGSNL.Gene.Symbol","CGSNL.Gene.Name","Oryzabase.Gene.Symbol.Synonym.s.","Oryzabase.Gene.Name.Synonym.s.","GO","InterPro","Transcript.evidence","ORF.evidence","Curation.Date","Literature.PMID","Oryzabase.Trait.Gene.ID","Subcellular.location","Comment","B5toI1","Trait_Oncology"
"Os03g0646800","LOC_Os03g44484","OsR498G0306665300.01",3,12,0.00437912578906096,27651957,"Os49696",27551957,27751957,1,NA,"IGDBv2","gene",27716131,27724679,".","+",".","ID=OsR498G0306665300.01;Name=OsR498G0306665300.01;","DNA-directed RNA polymerase II subunit RPB2, putative, expressed","Os03t0646800-01","Similar to DNA-directed RNA polymerase.","","","","","","","Biological Process: DNA-templated transcription (GO:0006351), Molecular Function: DNA binding (GO:0003677), Molecular Function: DNA-directed 5'-3' RNA polymerase activity (GO:0003899), Molecular Function: ribonucleoside binding (GO:0032549)","RNA polymerase, beta subunit, protrusion (IPR007644), DNA-directed RNA polymerase, subunit 2 (IPR015712)","AK111443 (DDBJ, Best hit)","Q10G20 (UniProt)","","","","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0646900","LOC_Os03g44500","OsR498G0306665600.01",3,12,0.00437912578906096,27651957,"Os49696",27551957,27751957,1,NA,"IGDBv2","gene",27724963,27733661,".","-",".","ID=OsR498G0306665600.01;Name=OsR498G0306665600.01;","serine%2Fthreonine protein phosphatase, putative, expressed","Os03t0646900-01","Protein phosphatase with Kelch-like repeat domain, Serine/threonine phosphatase (EC:3.1.3.16), Regulation of grain length and yield","OsPPKL1, GL3.1","protein phosphatase with Kelch-like repeat domain 1, grain length 3.1","GL3.1","GRAIN LENGTH 3.1","OsPPKL1, PPKL1, qGL3, OsPP54, PP54, OsGL3.1, qGL3/OsPPKL1","protein phosphatase with Kelch-like repeat domain 1, grain length 3, Grain Length 3.1, Protein phosphatase 54","Biological Process: brassinosteroid mediated signaling pathway (GO:0009742), Molecular Function: hydrolase activity (GO:0016787), Molecular Function: phosphoprotein phosphatase activity (GO:0004721), Molecular Function: protein binding (GO:0005515)","Calcineurin-like phosphoesterase domain, ApaH type (IPR004843), Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase (IPR006186), Kelch repeat type 2 (IPR011498), Serine/threonine protein phosphatase, BSU1 (IPR012391), Kelch-type beta propeller (IPR015915), Metallo-dependent phosphatase-like (IPR029052), Phosphatase BSL, C-terminal metallophosphatase domain (IPR041758)","AK288069 (truncated), Inferred from literature","Q10G19","September 29, 2017","23236132, 23147796, 23137285","11677","cellular_component (GO:0005575) [whole cell]","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.","grain size (TO:0000397) | brassinosteroid sensitivity (TO:0002677) | tiller number (TO:0000346) | grain length (TO:0000734) | leaf lamina joint bending (TO:0002688) | grain weight (TO:0000590) | plant height (TO:0000207)"
"Os03g0647400","LOC_Os03g44520","OsR498G0363386700.01",3,12,0.00437912578906096,27651957,"Os49696",27551957,27751957,1,NA,"IGDBv2","gene",27744120,27744710,".","+",".","ID=OsR498G0363386700.01;Name=OsR498G0363386700.01;","expressed protein","Os03t0647400-01","GCK domain containing protein.","","","","","","","","GCK domain (IPR012891)","AK073665 (DDBJ, Best hit)","Q9LMF3 (UniProt)","","","","","","",""
"Os03g0647400","LOC_Os03g44520","OsR498G0306667200.01",3,12,0.00437912578906096,27651957,"Os49696",27551957,27751957,1,NA,"IGDBv2","gene",27744032,27744991,".","-",".","ID=OsR498G0306667200.01;Name=OsR498G0306667200.01;","expressed protein","Os03t0647400-01","GCK domain containing protein.","","","","","","","","GCK domain (IPR012891)","AK073665 (DDBJ, Best hit)","Q9LMF3 (UniProt)","","","","","","",""
"Os03g0647500","LOC_Os03g44530","OsR498G0306667400.01",3,12,0.00437912578906096,27651957,"Os49696",27551957,27751957,1,NA,"IGDBv2","gene",27745157,27749366,".","-",".","ID=OsR498G0306667400.01;Name=OsR498G0306667400.01;","GTPase of unknown function domain containing protein, putative, expressed","Os03t0647500-01","Similar to GTP binding protein.","","","","","","","Molecular Function: GTPase activity (GO:0003924)","P-loop containing nucleoside triphosphate hydrolase (IPR027417), Ras GTPase GNL1-like (IPR043358)","AK064308 (DDBJ, Best hit)","B6U832 (UniProt)","","","","","","",""
"Os03g0647500","LOC_Os03g44530","OsR498G0306667400.01",3,12,0.00437912578906096,27651957,"Os49696",27551957,27751957,1,NA,"IGDBv2","gene",27745157,27749366,".","-",".","ID=OsR498G0306667400.01;Name=OsR498G0306667400.01;","GTPase of unknown function domain containing protein, putative, expressed","Os03t0647500-02","Similar to GTP binding protein.","","","","","","","Molecular Function: GTP binding (GO:0005525), Molecular Function: GTPase activity (GO:0003924)","GTP binding domain (IPR006073), GTP-binding protein, orthogonal bundle domain superfamily (IPR023179), P-loop containing nucleoside triphosphate hydrolase (IPR027417), Circularly permuted (CP)-type guanine nucleotide-binding (G) domain (IPR030378), Ras GTPase GNL1-like (IPR043358)","AK103649 (DDBJ, Best hit)","B6U832 (UniProt)","","","","","","",""
"Os03g0679700","LOC_Os03g47610","OsR498G0306797900.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29733110,29740139,".","+",".","ID=OsR498G0306797900.01;Name=OsR498G0306797900.01;","thiamine biosynthesis protein thiC, putative, expressed","Os03t0679700-04","Similar to thiamine biosynthesis protein thiC.","","","","","OsTHIC, THIC","HMP-P synthase","Biological Process: thiamine biosynthetic process (GO:0009228), Molecular Function: iron-sulfur cluster binding (GO:0051536)","Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B (IPR002817), ThiC/Bza, core domain (IPR038521)","AK062075 (DDBJ, Best hit)","B6U4S7 (UniProt)","","","20998","","","",""
"Os03g0679700","LOC_Os03g47610","OsR498G0306797900.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29733110,29740139,".","+",".","ID=OsR498G0306797900.01;Name=OsR498G0306797900.01;","thiamine biosynthesis protein thiC, putative, expressed","Os03t0679700-03","Similar to Thiamine biosynthesis protein thiC.","","","","","OsTHIC, THIC","HMP-P synthase","Biological Process: thiamine biosynthetic process (GO:0009228), Molecular Function: carbon-carbon lyase activity (GO:0016830), Molecular Function: iron-sulfur cluster binding (GO:0051536)","Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B (IPR002817), Phosphomethylpyrimidine synthase (IPR037509), ThiC/Bza, core domain (IPR038521)","AK120238 (DDBJ, Best hit)","B6U4S7 (UniProt)","","","20998","","","",""
"Os03g0679700","LOC_Os03g47610","OsR498G0306797900.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29733110,29740139,".","+",".","ID=OsR498G0306797900.01;Name=OsR498G0306797900.01;","thiamine biosynthesis protein thiC, putative, expressed","Os03t0679700-02","Similar to Thiamine biosynthesis protein thiC.","","","","","OsTHIC, THIC","HMP-P synthase","Biological Process: thiamine biosynthetic process (GO:0009228), Molecular Function: carbon-carbon lyase activity (GO:0016830), Molecular Function: iron-sulfur cluster binding (GO:0051536)","Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B (IPR002817), Phosphomethylpyrimidine synthase (IPR037509), ThiC/Bza, core domain (IPR038521)","AK065235 (DDBJ, Best hit), AK068703 (DDBJ, Best hit)","B6U4S7 (UniProt)","","","20998","","","",""
"Os03g0679700","LOC_Os03g47610","OsR498G0306797900.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29733110,29740139,".","+",".","ID=OsR498G0306797900.01;Name=OsR498G0306797900.01;","thiamine biosynthesis protein thiC, putative, expressed","Os03t0679700-01","Similar to Thiamine biosynthesis protein thiC.","","","","","OsTHIC, THIC","HMP-P synthase","Biological Process: thiamine biosynthetic process (GO:0009228), Molecular Function: carbon-carbon lyase activity (GO:0016830), Molecular Function: iron-sulfur cluster binding (GO:0051536)","Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B (IPR002817), Phosphomethylpyrimidine synthase (IPR037509), ThiC/Bza, core domain (IPR038521)","AK064949 (DDBJ, Best hit)","B6U4S7 (UniProt)","","","20998","","","",""
"Os03g0679800","LOC_Os03g47620","OsR498G0306799700.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29760355,29768022,".","+",".","ID=OsR498G0306799700.01;Name=OsR498G0306799700.01;","ankyrin, putative, expressed","Os03t0679800-02","Hypothetical gene.","","","","","","","","","AK060719 (DDBJ, Best hit)","Q10F59 (UniProt)","","","22033","","","",""
"Os03g0679800","LOC_Os03g47620","OsR498G0306799700.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29760355,29768022,".","+",".","ID=OsR498G0306799700.01;Name=OsR498G0306799700.01;","ankyrin, putative, expressed","Os03t0679800-01","Similar to TPR Domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","AK099933 (DDBJ, Best hit)","Q10F60 (UniProt)","","","22033","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0679800","LOC_Os03g47614","OsR498G0306798600.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29742077,29742825,".","-",".","ID=OsR498G0306798600.01;Name=OsR498G0306798600.01;","hypothetical protein","Os03t0679800-02","Hypothetical gene.","","","","","","","","","AK060719 (DDBJ, Best hit)","Q10F59 (UniProt)","","","22033","","","",""
"Os03g0679800","LOC_Os03g47614","OsR498G0306798600.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29742077,29742825,".","-",".","ID=OsR498G0306798600.01;Name=OsR498G0306798600.01;","hypothetical protein","Os03t0679800-01","Similar to TPR Domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","AK099933 (DDBJ, Best hit)","Q10F60 (UniProt)","","","22033","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0679800","LOC_Os03g47620","OsR498G0306798700.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29744025,29751680,".","+",".","ID=OsR498G0306798700.01;Name=OsR498G0306798700.01;","ankyrin, putative, expressed","Os03t0679800-02","Hypothetical gene.","","","","","","","","","AK060719 (DDBJ, Best hit)","Q10F59 (UniProt)","","","22033","","","",""
"Os03g0679800","LOC_Os03g47620","OsR498G0306798700.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29744025,29751680,".","+",".","ID=OsR498G0306798700.01;Name=OsR498G0306798700.01;","ankyrin, putative, expressed","Os03t0679800-01","Similar to TPR Domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","AK099933 (DDBJ, Best hit)","Q10F60 (UniProt)","","","22033","","","CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680200","LOC_Os03g47650","OsR498G0306801100.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29802543,29811813,".","+",".","ID=OsR498G0306801100.01;Name=OsR498G0306801100.01;","ankyrin, putative, expressed","Os03t0680200-00","Ankyrin repeat domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","tplb0030l17 (Wheat FLcDNA)","NP_001050901.1 (RefSeq)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680200","LOC_Os03g47650","OsR498G0306799900.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29769780,29777173,".","+",".","ID=OsR498G0306799900.01;Name=OsR498G0306799900.01;","ankyrin, putative, expressed","Os03t0680200-00","Ankyrin repeat domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","tplb0030l17 (Wheat FLcDNA)","NP_001050901.1 (RefSeq)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680400","LOC_Os03g47686","OsR498G0306800100.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29778980,29786735,".","+",".","ID=OsR498G0306800100.01;Name=OsR498G0306800100.01;","ankyrin, putative, expressed","Os03t0680400-00","Ankyrin repeat domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","ab initio prediction","B9FAK6 (UniProt)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680400","LOC_Os03g47686","OsR498G0306800300.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29789198,29799214,".","+",".","ID=OsR498G0306800300.01;Name=OsR498G0306800300.01;","ankyrin, putative, expressed","Os03t0680400-00","Ankyrin repeat domain containing protein.","","","","","","","Molecular Function: protein binding (GO:0005515)","Ankyrin repeat (IPR002110), Tetratricopeptide-like helical domain superfamily (IPR011990), Tetratricopeptide repeat (IPR019734), Ankyrin repeat-containing domain superfamily (IPR036770)","ab initio prediction","B9FAK6 (UniProt)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680700","LOC_Os03g47730","OsR498G0306801600.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29814599,29816523,".","-",".","ID=OsR498G0306801600.01;Name=OsR498G0306801600.01;","homeobox domain containing protein, expressed","Os03t0680700-00","Similar to Knotted1-interacting protein.","","","","","","","Biological Process: regulation of DNA-templated transcription (GO:0006355), Molecular Function: DNA binding (GO:0003677)","Homeobox domain (IPR001356), POX domain (IPR006563), Homeobox KN domain (IPR008422), Homeobox-like domain superfamily (IPR009057)","EU964245 (DDBJ)","NP_001105184.1 (RefSeq)","","","","","","Exon-intron structures and exon sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680700","LOC_Os03g47730","OsR498G0306801400.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29812687,29814602,".","-",".","ID=OsR498G0306801400.01;Name=OsR498G0306801400.01;","homeobox domain containing protein, expressed","Os03t0680700-00","Similar to Knotted1-interacting protein.","","","","","","","Biological Process: regulation of DNA-templated transcription (GO:0006355), Molecular Function: DNA binding (GO:0003677)","Homeobox domain (IPR001356), POX domain (IPR006563), Homeobox KN domain (IPR008422), Homeobox-like domain superfamily (IPR009057)","EU964245 (DDBJ)","NP_001105184.1 (RefSeq)","","","","","","Exon-intron structures and exon sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0680800","LOC_Os03g47740","OsR498G0306802400.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29818666,29825355,".","-",".","ID=OsR498G0306802400.01;Name=OsR498G0306802400.01;","homeodomain protein, putative, expressed","Os03t0680800-01","Similar to cDNA clone:J023038C04, full insert sequence.","","","","","OsBIHD1, BIHD1","BTH-induced homeodomain protein 1, BLH6-like 1, BEL1-LIKE HOMEODOMAIN6-like 1","Biological Process: regulation of DNA-templated transcription (GO:0006355), Molecular Function: DNA binding (GO:0003677)","Homeobox domain (IPR001356), POX domain (IPR006563), Homeobox KN domain (IPR008422), Homeobox-like domain superfamily (IPR009057)","AK070543 (DDBJ, Best hit)","Q9AYD9 (UniProt)","","","15698","","","","viral disease resistance (TO:0000148) | fertility related trait (TO:0000420) | root anatomy and morphology trait (TO:0000043) | brassinosteroid sensitivity (TO:0002677) | plant height (TO:0000207) | blast disease (TO:0000074) | oxidative stress (TO:0002657) | salt tolerance (TO:0006001) | salt sensitivity (TO:0000429) | disease resistance (TO:0000112)"
"Os03g0680800","LOC_Os03g47740","OsR498G0306802400.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29818666,29825355,".","-",".","ID=OsR498G0306802400.01;Name=OsR498G0306802400.01;","homeodomain protein, putative, expressed","Os03t0680800-05","Similar to cDNA clone:J023038C04, full insert sequence.","","","","","OsBIHD1, BIHD1","BTH-induced homeodomain protein 1, BLH6-like 1, BEL1-LIKE HOMEODOMAIN6-like 1","Biological Process: regulation of DNA-templated transcription (GO:0006355), Molecular Function: DNA binding (GO:0003677)","Homeobox domain (IPR001356), POX domain (IPR006563), Homeobox KN domain (IPR008422), Homeobox-like domain superfamily (IPR009057)","AK069994 (DDBJ, Best hit)","Q6QUW0 (UniProt)","","","15698","","","","viral disease resistance (TO:0000148) | fertility related trait (TO:0000420) | root anatomy and morphology trait (TO:0000043) | brassinosteroid sensitivity (TO:0002677) | plant height (TO:0000207) | blast disease (TO:0000074) | oxidative stress (TO:0002657) | salt tolerance (TO:0006001) | salt sensitivity (TO:0000429) | disease resistance (TO:0000112)"
"Os03g0680800","LOC_Os03g47740","OsR498G0306802400.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29818666,29825355,".","-",".","ID=OsR498G0306802400.01;Name=OsR498G0306802400.01;","homeodomain protein, putative, expressed","Os03t0680800-04","Similar to cDNA clone:J023038C04, full insert sequence.","","","","","OsBIHD1, BIHD1","BTH-induced homeodomain protein 1, BLH6-like 1, BEL1-LIKE HOMEODOMAIN6-like 1","Biological Process: regulation of DNA-templated transcription (GO:0006355), Molecular Function: DNA binding (GO:0003677)","Homeobox domain (IPR001356), Homeobox KN domain (IPR008422), Homeobox-like domain superfamily (IPR009057)","AK061393 (DDBJ, Best hit), AK104713 (DDBJ, Best hit)","Q9AYD9 (UniProt)","","","15698","","","","viral disease resistance (TO:0000148) | fertility related trait (TO:0000420) | root anatomy and morphology trait (TO:0000043) | brassinosteroid sensitivity (TO:0002677) | plant height (TO:0000207) | blast disease (TO:0000074) | oxidative stress (TO:0002657) | salt tolerance (TO:0006001) | salt sensitivity (TO:0000429) | disease resistance (TO:0000112)"
"Os03g0680800","LOC_Os03g47740","OsR498G0306802400.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29818666,29825355,".","-",".","ID=OsR498G0306802400.01;Name=OsR498G0306802400.01;","homeodomain protein, putative, expressed","Os03t0680800-03","Similar to Associated with HOX family protein, expressed.","","","","","OsBIHD1, BIHD1","BTH-induced homeodomain protein 1, BLH6-like 1, BEL1-LIKE HOMEODOMAIN6-like 1","","","AK060746 (DDBJ, Best hit)","Q10F49 (UniProt)","","","15698","","","","viral disease resistance (TO:0000148) | fertility related trait (TO:0000420) | root anatomy and morphology trait (TO:0000043) | brassinosteroid sensitivity (TO:0002677) | plant height (TO:0000207) | blast disease (TO:0000074) | oxidative stress (TO:0002657) | salt tolerance (TO:0006001) | salt sensitivity (TO:0000429) | disease resistance (TO:0000112)"
"Os03g0680800","LOC_Os03g47740","OsR498G0306802400.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29818666,29825355,".","-",".","ID=OsR498G0306802400.01;Name=OsR498G0306802400.01;","homeodomain protein, putative, expressed","Os03t0680800-02","Similar to Prep (Fragment).","","","","","OsBIHD1, BIHD1","BTH-induced homeodomain protein 1, BLH6-like 1, BEL1-LIKE HOMEODOMAIN6-like 1","Biological Process: regulation of DNA-templated transcription (GO:0006355), Molecular Function: DNA binding (GO:0003677)","Homeobox domain (IPR001356), POX domain (IPR006563), Homeobox KN domain (IPR008422), Homeobox-like domain superfamily (IPR009057)","AK067939 (DDBJ, Best hit)","Q9AYD9 (UniProt)","","","15698","","","","viral disease resistance (TO:0000148) | fertility related trait (TO:0000420) | root anatomy and morphology trait (TO:0000043) | brassinosteroid sensitivity (TO:0002677) | plant height (TO:0000207) | blast disease (TO:0000074) | oxidative stress (TO:0002657) | salt tolerance (TO:0006001) | salt sensitivity (TO:0000429) | disease resistance (TO:0000112)"
"Os03g0681000","LOC_Os03g47749","OsR498G0306804000.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29843983,29844558,".","-",".","ID=OsR498G0306804000.01;Name=OsR498G0306804000.01;","expressed protein","Os03t0681000-00","Protein of unknown function DUF819 domain containing protein.","","","","","","","","Protein of unknown function DUF819 (IPR008537)","BT061349 (DDBJ)","B8API7 (UniProt)","","","","","","Exon-intron structures, exon and CDS sequences are different between Build 5 and IRGSP-1.0.",""
"Os03g0681201","LOC_Os03g47754","OsR498G0306805100.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29851014,29873255,".","+",".","ID=OsR498G0306805100.01;Name=OsR498G0306805100.01;","SAB, putative, expressed","Os03t0681201-00","Similar to predicted protein.","","","","","","","","Hobbit (IPR045167)","CT835232 (DDBJ, Best hit)","NP_176121.2 (RefSeq)","","","","","","",""
"Os03g0681400","LOC_Os03g47770","OsR498G0306805600.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29873805,29879009,".","-",".","ID=OsR498G0306805600.01;Name=OsR498G0306805600.01;","ubiquitin-conjugating enzyme E2 W, putative, expressed","Os03t0681400-01","Similar to Ubiquitin-conjugating enzyme E2-18 kDa (EC 6.3.2.19) (Ubiquitin- conjugating enzyme 15) (Ubiquitin-protein ligase) (Ubiquitin carrier protein) (PM42).","","","UBC25","UBIQUITIN-CONJUGATING ENZYME 25","OsUBC25","Ubiquitin-conjugating enzyme 25","","Ubiquitin-conjugating enzyme E2 (IPR000608), Ubiquitin-conjugating enzyme/RWD-like (IPR016135)","AK103809 (DDBJ, Best hit)","B9HFA8 (UniProt)","","","19565","","","","abscisic acid sensitivity (TO:0000615) | drought tolerance (TO:0000276) | auxin sensitivity (TO:0000163)"
"Os03g0681700","LOC_Os03g47780","OsR498G0306805900.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29882494,29886273,".","+",".","ID=OsR498G0306805900.01;Name=OsR498G0306805900.01;","WD repeat-containing protein, putative, expressed","Os03t0681700-01","Component of TORC1(Target of rapamycin complex 1)","OsWD40-81, OsLST8, LST8","","","","OsWD40-81, OsLST8, LST8, OsDWD26, DWD26","DWD motif- containing protein 26","Biological Process: TOR signaling (GO:0031929), Cellular Component: TORC1 complex (GO:0031931), Cellular Component: TORC2 complex (GO:0031932), Molecular Function: protein binding (GO:0005515)","WD40 repeat (IPR001680), Quinoprotein alcohol dehydrogenase-like superfamily (IPR011047), WD40/YVTN repeat-like-containing domain superfamily (IPR015943), WD40 repeat, conserved site (IPR019775), G-protein beta WD-40 repeat (IPR020472), Target of rapamycin complex subunit LST8 (IPR037588)","AK111767","Q9AYE4","July 29, 2016","25956502","10762","","","",""
"Os03g0681750","LOC_Os03g47790","OsR498G0306806200.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29886887,29893289,".","-",".","ID=OsR498G0306806200.01;Name=OsR498G0306806200.01;","transposon protein, putative, unclassified, expressed","Os03t0681750-00","Hypothetical gene.","","","","","","","","","CT835257 (DDBJ, Best hit)","longestORF","","","","","","",""
"Os03g0681800","LOC_Os03g47790","OsR498G0306806200.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29886887,29893289,".","-",".","ID=OsR498G0306806200.01;Name=OsR498G0306806200.01;","transposon protein, putative, unclassified, expressed","Os03t0681800-00","Protein phosphatase 2A, regulatory B subunit, B56 domain containing protein.","","","PP2A-B'BETA","PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT B' BETA","OsPP2A-B'beta, OsB'beta","protein phosphatase 2A B'beta subunit","Biological Process: signal transduction (GO:0007165), Cellular Component: protein phosphatase type 2A complex (GO:0000159), Molecular Function: protein phosphatase regulator activity (GO:0019888)","Protein phosphatase 2A, regulatory B subunit, B56 (IPR002554), Armadillo-like helical (IPR011989), Armadillo-type fold (IPR016024)","EU957243 (DDBJ)","NP_001148001.1 (RefSeq)","","","23331","","","",""
"Os03g0681900","LOC_Os03g47800","OsR498G0306806600.01",3,13,0.000120217715996591,29809748,"Os50262",29709748,29909748,1,2157791,"IGDBv2","gene",29896744,29901282,".","-",".","ID=OsR498G0306806600.01;Name=OsR498G0306806600.01;","RNA recognition motif containing protein, expressed","Os03t0681900-01","Similar to RGP-3 (Fragment).","","","","","OsRZ3","zinc finger-containing glycine-rich RNA-binding protein 3","Molecular Function: RNA binding (GO:0003723), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)","RNA recognition motif domain (IPR000504), Zinc finger, CCHC-type (IPR001878), Nucleotide-binding alpha-beta plait domain superfamily (IPR012677), RNA-binding domain superfamily (IPR035979), Zinc finger, CCHC-type superfamily (IPR036875)","AK061750 (DDBJ, Best hit), AK062094 (DDBJ, Best hit)","B8APJ2 (UniProt)","","","13469","","","",""
"Os03g0715332","LOC_Os03g50730","OsR498G0306930300.01",3,14,0.00451744746454152,31916979,"Os51164",31816979,32016979,1,2107231,"IGDBv2","gene",31880210,31885581,".","+",".","ID=OsR498G0306930300.01;Name=OsR498G0306930300.01;","transmembrane anterior posterior transformation 1, putative, expressed","Os03t0715332-00","Hypothetical conserved gene.","","","","","","","","","CT828621 (DDBJ, Best hit)","Q8W337 (UniProt)","","","","","","",""
"Os03g0715400","LOC_Os03g50730","OsR498G0306930300.01",3,14,0.00451744746454152,31916979,"Os51164",31816979,32016979,1,2107231,"IGDBv2","gene",31880210,31885581,".","+",".","ID=OsR498G0306930300.01;Name=OsR498G0306930300.01;","transmembrane anterior posterior transformation 1, putative, expressed","Os03t0715400-01","Membrane protein, Tapt1/CMV receptor domain containing protein.","","","","","","","","Tapt1 family (IPR008010)","AK101931 (DDBJ, Best hit)","B9FB76 (UniProt)","","","","","","",""
